Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_9_C8431005_1	561	1	51	ISAzo34	1439	351	301	0.94	--	0	51	77.8	1e-14	length=561 	Family:IS256
ZS_9_C8434289_1	565	48	565	IS6100	880	880	363	1	--	0	518	1027	0.0	length=565 	Family:IS6
ZS_9_C8434315_1	565	411	464	ISMch1	1294	926	873	0.9	--	0	54	67.9	1e-11	length=565 	Family:IS3
ZS_9_C8448843_1	583	103	173	ISMyma9	2162	2042	1972	0.91	--	0	71	93.7	3e-19	length=583 	Family:IS21
ZS_9_C8454045_1	590	1	590	ISThph1	1674	879	1468	0.99	--	0	590	1138	0.0	length=590 	Family:IS1182
ZS_9_C8456913_1	594	230	283	ISAzo19	2423	1120	1173	0.9	--	0	54	67.9	1e-11	length=594 	Family:IS66
ZS_9_C8465277_1	605	96	154	ISMno23	2271	1919	1977	0.91	--	0	59	77.8	2e-14	length=605 	Family:IS91
ZS_9_C8478477_1	626	1	619	ISShes11	7669	3072	3690	0.99	--	0	619	1179	0.0	length=626 	Family:Tn3
ZS_9_C8478479_1	626	498	564	ISPkr1	2469	2245	2311	0.91	--	0	67	85.7	7e-17	length=626 	Family:IS21
ZS_9_C8483803_1	635	573	631	ISAzo17	2095	1336	1394	0.93	--	0	59	85.7	7e-17	length=635 	Family:IS21
ZS_9_C8486449_1	639	4	54	ISPsp7	1113	871	821	0.9	--	0	51	61.9	1e-09	length=639 	Family:IS30
ZS_9_C8487445_1	641	188	240	ISAar45	1280	1056	1004	0.9	--	0	53	65.9	6e-11	length=641 	Family:IS3
ZS_9_C8489205_1	644	340	401	ISXoo7	1157	882	943	0.9	--	0	62	75.8	7e-14	length=644 	Family:IS5
ZS_9_C8492563_1	650	474	536	ISUnCu2	1491	615	553	0.9	--	0	63	77.8	2e-14	length=650 	Family:IS5
ZS_9_C8493965_1	652	589	648	ISPa36	2468	584	643	0.9	--	0	60	71.9	1e-12	length=652 	Family:IS21
ZS_9_C8494141_1	653	500	553	ISRhosp1	1321	885	938	0.9	--	0	54	67.9	2e-11	length=653 	Family:IS3
ZS_9_C8497453_1	659	295	348	ISMpe1	1295	764	817	0.9	--	0	54	67.9	2e-11	length=659 	Family:IS3
ZS_9_C8498853_1	662	51	126	ISCARN107	1172	627	552	0.94	--	0	76	119	5e-27	length=662 	Family:IS5
ZS_9_C8499007_1	662	1	608	ISNml3	1798	608	1	1	--	0	608	1205	0.0	length=662 	Family:IS1182
ZS_9_C8507203_1	679	623	675	ISCARN105	1661	1004	1056	0.92	--	0	53	73.8	3e-13	length=679 	Family:IS3
ZS_9_C8508081_1	680	336	409	ISPst13	1512	484	557	0.91	--	0	74	99.6	5e-21	length=680 	Family:IS1182
ZS_9_C8509104_1	683	609	683	ISCARN42	1473	473	399	0.9	--	0	75	93.7	3e-19	length=683 	Family:IS701
ZS_9_C8509936_1	684	1	684	ISNml3	1798	1397	714	1	--	0	684	1356	0.0	length=684 	Family:IS1182
ZS_9_C8517806_1	702	39	105	IS481	1043	893	827	0.91	--	0	67	85.7	7e-17	length=702 	Family:IS481
ZS_9_C8517808_1	702	48	702	IS1326	2470	1	655	1	--	0	655	1298	0.0	length=702 	Family:IS21
ZS_9_C8518268_1	703	19	77	ISAzo2	1545	1422	1364	0.93	--	0	59	85.7	7e-17	length=703 	Family:IS1182
ZS_9_C8518466_1	704	571	635	ISKpn26	1196	610	546	0.9	--	0	65	81.8	1e-15	length=704 	Family:IS5
ZS_9_C8518472_1	704	5	93	ISThsp1	1539	864	952	0.91	--	0	89	113	3e-25	length=704 	Family:IS1182
ZS_9_C8518672_1	704	27	700	ISPfr10	1247	524	1197	0.9	--	0	674	837	0.0	length=704 	Family:IS3
ZS_9_C8529892_1	734	240	317	ISRta2	1386	1211	1134	0.93	--	0	78	115	9e-26	length=734 	Family:IS256
ZS_9_C8530696_1	736	515	576	ISPfr7	1423	827	766	0.9	--	0	62	75.8	7e-14	length=736 	Family:ISL3
ZS_9_C8533258_1	743	352	405	ISRme4	2469	1910	1963	0.9	--	0	54	67.9	2e-11	length=743 	Family:IS21
ZS_9_C8540996_1	767	687	743	ISNml3	1798	1536	1480	0.92	--	0	57	81.8	1e-15	length=767 	Family:IS1182
ZS_9_C8542224_1	771	236	288	ISRtr1	1364	825	877	0.94	--	0	53	81.8	1e-15	length=771 	Family:IS256
ZS_9_C8544282_1	778	500	570	ISJsp3	2615	2264	2334	0.9	--	0	71	85.7	8e-17	length=778 	Family:IS21
ZS_9_C8544372_1	778	662	729	ISAav1	2532	663	730	0.94	--	0	68	103	3e-22	length=778 	Family:IS21
ZS_9_C8544816_1	780	159	224	ISMdi6	1466	474	539	0.9	--	0	66	83.8	3e-16	length=780 	Family:IS1182
ZS_9_C8548512_1	792	702	754	ISCARN23	1907	972	920	0.96	--	0	53	89.7	5e-18	length=792 	Family:IS1634
ZS_9_C8549070_1	794	593	654	ISPfr13	1383	791	730	0.9	--	0	62	75.8	8e-14	length=794 	Family:IS3
ZS_9_C8549450_1	795	1	795	IS1071	3201	3168	2374	1	--	0	795	1576	0.0	length=795 	Family:Tn3
ZS_9_C8549450_1	795	1	73	IS1071	3201	34	106	0.91	--	0	73	97.6	2e-20	length=795 	Family:Tn3
ZS_9_C8549504_1	796	354	427	ISPfr13	1383	718	791	0.9	--	0	74	91.7	1e-18	length=796 	Family:IS3
ZS_9_C8551708_1	804	719	804	ISTha4	1042	323	408	0.91	--	0	86	115	1e-25	length=804 	Family:IS1595
ZS_9_C8553078_1	809	2	806	TnAs2	8650	1	805	0.9	--	0	805	961	0.0	length=809 	Family:Tn3
ZS_9_C8554518_1	814	238	287	ISAzba6	1138	658	707	0.92	--	0	50	67.9	2e-11	length=814 	Family:IS630
ZS_9_C8556658_1	822	35	87	ISCARN20	1628	453	505	0.9	--	0	53	65.9	8e-11	length=822 	Family:IS110
ZS_9_C8556744_1	823	672	731	ISMgi1	1614	1009	1068	0.9	--	0	60	71.9	1e-12	length=823 	Family:IS1380
ZS_9_C8556754_1	823	770	823	IS1474	2633	30	83	0.9	--	0	54	67.9	2e-11	length=823 	Family:IS21
ZS_9_C8559722_1	834	507	589	ISBlo4	1399	1120	1202	0.92	--	0	83	117	2e-26	length=834 	Family:IS30
ZS_9_C8561714_1	843	666	791	ISPa38	6455	6330	6455	0.9	--	0	126	155	1e-37	length=843 	Family:Tn3
ZS_9_C8564358_1	854	454	503	ISAfe7	1329	322	273	0.9	--	0	50	60.0	5e-09	length=854 	Family:IS3
ZS_9_C8566154_1	863	730	783	ISMyma5	1838	820	767	0.94	--	0	54	83.8	4e-16	length=863 	Family:IS481
ZS_9_C8568434_1	874	253	302	ISThsp16	1602	302	351	0.96	--	0	50	83.8	4e-16	length=874 	Family:IS1182
ZS_9_C8569364_1	878	395	485	ISAnsp11	1510	1088	1178	0.9	--	0	91	109	6e-24	length=878 	Family:IS3
ZS_9_C8571290_1	888	261	320	ISTha3	2424	1586	1645	0.91	--	0	60	79.8	6e-15	length=888 	Family:IS91
ZS_9_C8572044_1	892	613	682	IS5	1195	544	613	0.91	--	0	70	91.7	2e-18	length=892 	Family:IS5
ZS_9_C8574016_1	902	230	302	ISPmar2	1269	1056	984	0.9	--	0	73	89.7	6e-18	length=902 	Family:IS3
ZS_9_C8574580_1	905	1	905	ISNml2	1689	1689	785	1	--	0	905	1794	0.0	length=905 	Family:IS1380
ZS_9_C8575704_1	911	780	855	ISPsy20	2572	771	846	0.9	--	0	76	95.6	1e-19	length=911 	Family:IS21
ZS_9_C8577438_1	920	643	692	ISArsp6	26712	12504	12553	0.9	--	0	50	60.0	6e-09	length=920 	Family:Tn3
ZS_9_C8580942_1	940	355	416	ISBj3	1284	991	1052	0.93	--	0	62	91.7	2e-18	length=940 	Family:IS3
ZS_9_C8580942_1	940	97	154	ISBj3	1284	733	790	0.91	--	0	58	75.8	1e-13	length=940 	Family:IS3
ZS_9_C8581648_1	944	258	318	ISRsp3	2489	864	804	0.9	--	0	61	73.8	4e-13	length=944 	Family:IS21
ZS_9_C8581852_1	945	884	945	ISAar30	1435	1298	1359	0.91	--	0	62	83.8	4e-16	length=945 	Family:ISL3
ZS_9_C8583858_1	958	1	958	ISIde1	1448	1	958	0.93	--	0	958	1392	0.0	length=958 	Family:ISL3
ZS_9_C8591208_1	1009	142	193	ISAar26	1344	874	823	0.9	--	0	52	63.9	4e-10	length=1009 	Family:IS3
ZS_9_C8592426_1	1018	23	78	ISAzo1	1545	879	934	0.91	--	0	56	71.9	2e-12	length=1018 	Family:IS1182
ZS_9_C8592426_1	1018	241	292	ISAzo1	1545	1097	1148	0.9	--	0	52	63.9	4e-10	length=1018 	Family:IS1182
ZS_9_C8592740_1	1021	363	434	ISMno23	2271	1989	1918	0.9	--	0	72	87.7	3e-17	length=1021 	Family:IS91
ZS_9_C8593042_1	1024	383	435	ISLxc2	1113	575	523	0.9	--	0	53	65.9	1e-10	length=1024 	Family:IS481
ZS_9_C8593394_1	1027	869	918	ISCc1	848	723	772	0.9	--	0	50	60.0	6e-09	length=1027 	Family:IS5
ZS_9_C8594116_1	1032	148	204	ISCte4	1019	875	819	0.91	--	0	57	73.8	4e-13	length=1032 	Family:IS481
ZS_9_C8594376_1	1035	560	726	ISAav4	1308	455	289	0.91	--	0	167	220	3e-57	length=1035 	Family:IS3
ZS_9_C8596848_1	1056	984	1056	IS666	1472	155	84	0.93	--	0.01	73	97.6	3e-20	length=1056 	Family:IS256
ZS_9_C8597436_1	1061	218	331	ISAau3	1205	1007	894	0.9	--	0	114	139	9e-33	length=1061 	Family:IS5
ZS_9_C8598142_1	1067	337	388	ISRjo1	1967	1495	1444	0.9	--	0	52	63.9	4e-10	length=1067 	Family:IS1380
ZS_9_C8598968_1	1075	777	829	ISDar2	1322	1016	1068	0.9	--	0	53	65.9	1e-10	length=1075 	Family:IS4
ZS_9_C8599430_1	1079	1	1079	TnAs3	18735	7800	8878	1	--	0	1079	2139	0.0	length=1079 	Family:Tn3
ZS_9_C8602394_1	1110	248	318	ISRme1	1331	746	676	0.9	--	0	71	85.7	1e-16	length=1110 	Family:IS5
ZS_9_C8604506_1	1133	1025	1083	ISBmu3	2697	1140	1082	0.91	--	0	59	77.8	3e-14	length=1133 	Family:IS21
ZS_9_C8606086_1	1152	82	145	ISMtsp8	2371	819	882	0.9	--	0	64	79.8	8e-15	length=1152 	Family:IS21
ZS_9_C8609262_1	1193	303	367	ISAzo12	3075	2200	2136	0.9	--	0	65	81.8	2e-15	length=1193 	Family:IS21
ZS_9_C8611360_1	1223	995	1089	ISBlo4	1399	1108	1202	0.9	--	0	95	117	4e-26	length=1223 	Family:IS30
ZS_9_C8613928_1	1260	561	636	ISCARN107	1172	627	552	0.9	--	0	76	95.6	1e-19	length=1260 	Family:IS5
ZS_9_C8614984_1	1277	1023	1094	ISPfr16	1234	1005	1076	0.9	--	0	72	87.7	3e-17	length=1277 	Family:IS30
ZS_9_C8615582_1	1286	999	1078	ISRso8	1287	285	206	0.91	--	0	80	103	6e-22	length=1286 	Family:IS3
ZS_9_C8616960_1	1311	775	828	ISAzo14	1925	856	803	0.92	--	0	54	75.8	1e-13	length=1311 	Family:IS1634
ZS_9_C8617304_1	1317	811	866	ISCARN111	1489	884	939	0.92	--	0	56	79.8	9e-15	length=1317 	Family:IS110
ZS_9_C8618470_1	1339	1035	1090	ISCARN111	1489	298	243	0.91	--	0	56	71.9	2e-12	length=1339 	Family:IS110
ZS_9_C8621466_1	1403	229	279	ISMdi27	2476	1949	1899	0.9	--	0	51	61.9	2e-09	length=1403 	Family:IS21
ZS_9_C8621652_1	1408	847	902	ISCsp1	1393	607	552	0.91	--	0	56	71.9	2e-12	length=1408 	Family:IS256
ZS_9_C8622384_1	1424	2	1423	ISSpma2	1422	1	1422	0.99	--	0	1423	2789	0.0	length=1424 	Family:IS256
ZS_9_C8622478_1	1426	947	1022	ISIde1	1448	428	353	0.92	--	0	76	103	6e-22	length=1426 	Family:ISL3
ZS_9_C8622478_1	1426	513	570	ISIde1	1448	859	802	0.91	--	0	58	75.8	1e-13	length=1426 	Family:ISL3
ZS_9_C8625156_1	1493	63	1446	IS1096	2259	1385	1	0.9	--	0	1385	1643	0.0	length=1493 	Family:ISL3
ZS_9_C8626382_1	1528	1111	1178	ISMysp3	1362	353	286	0.91	--	0	68	87.7	4e-17	length=1528 	Family:IS3
ZS_9_C8627332_1	1558	511	640	ISPps1	1863	1526	1397	0.9	--	0	130	155	2e-37	length=1558 	Family:IS91
ZS_9_C8627972_1	1581	1071	1130	ISSal1	2528	511	452	0.91	--	0	60	79.8	1e-14	length=1581 	Family:IS66
ZS_9_C8628568_1	1599	331	409	ISCc3	1514	1229	1151	0.92	--	0	79	109	1e-23	length=1599 	Family:IS3
ZS_9_C8628890_1	1611	1312	1361	ISThsp16	1602	1281	1330	0.92	--	0	50	67.9	4e-11	length=1611 	Family:IS1182
ZS_9_C8629926_1	1650	1470	1523	ISAzo1	1545	1351	1404	0.9	--	0	54	67.9	4e-11	length=1650 	Family:IS1182
ZS_9_C8630242_1	1663	1058	1109	ISCur1	1627	1044	1095	0.92	--	0	52	71.9	3e-12	length=1663 	Family:IS1380
ZS_9_C8630998_1	1691	703	757	ISPsy14	2597	1004	950	0.9	--	0	55	69.9	1e-11	length=1691 	Family:IS21
ZS_9_C8632560_1	1759	1436	1486	ISTni2	3451	1157	1107	0.9	--	0	51	61.9	3e-09	length=1759 	Family:IS481
ZS_9_C8633326_1	1798	10	66	ISAzs17	7252	2248	2304	0.92	--	0	57	81.8	3e-15	length=1798 	Family:Tn3
ZS_9_C8633794_1	1821	170	223	ISMgi1	1614	1071	1018	0.9	--	0	54	67.9	5e-11	length=1821 	Family:IS1380
ZS_9_C8634654_1	1869	426	494	ISVei6	1688	1391	1323	0.94	--	0	69	105	2e-22	length=1869 	Family:IS1182
ZS_9_C8634654_1	1869	1148	1210	ISVei6	1688	660	598	0.92	--	0	63	85.7	2e-16	length=1869 	Family:IS1182
ZS_9_C8636786_1	2002	497	559	ISAzo6	1925	497	559	0.9	--	0	63	77.8	5e-14	length=2002 	Family:IS1634
ZS_9_C8638664_1	2156	878	930	ISThsp9	6215	4868	4920	0.9	--	0	53	65.9	2e-10	length=2156 	Family:Tn3
ZS_9_C8641232_1	2457	674	729	ISAZo16	2485	707	762	0.94	--	0	56	87.7	7e-17	length=2457 	Family:IS21
ZS_9_C8641232_1	2457	1259	1316	ISAZo16	2485	1292	1349	0.91	--	0	58	75.8	3e-13	length=2457 	Family:IS21
ZS_9_C8642068_1	2595	657	709	ISThsp5	2652	1969	1917	0.9	--	0	53	65.9	3e-10	length=2595 	Family:IS21
ZS_9_C8642274_1	2626	1600	1649	ISRel8	3226	1423	1472	0.9	--	0	50	60.0	2e-08	length=2626 	Family:IS66
ZS_9_C8642816_1	2733	1804	1857	ISPst3	2606	721	668	0.92	--	0	54	75.8	3e-13	length=2733 	Family:IS21
ZS_9_C8643766_1	2951	2649	2720	ISMex39	2456	2220	2291	0.9	--	0	72	87.7	8e-17	length=2951 	Family:IS21
ZS_9_C8646056_1	4020	106	159	IS51	1311	457	404	0.94	--	0	54	83.8	2e-15	length=4020 	Family:IS3
ZS_9_C8646598_1	4719	4303	4362	ISRhru4	1411	1147	1206	0.91	--	0	60	79.8	3e-14	length=4719 	Family:IS256
ZS_9_scaffold101202_1	3052	1259	1346	IS1600	2520	1058	1145	0.9	--	0	88	111	6e-24	length=3052 	Family:IS21
ZS_9_scaffold11152_1	695	593	644	ISAzo4	2757	2177	2126	0.9	--	0	52	63.9	3e-10	length=695 	Family:IS21
ZS_9_scaffold113_1	2568	1	2350	IS1071	3201	2347	1	0.99	--	0	2350	4615	0.0	length=2568 	Family:Tn3
ZS_9_scaffold113_1	2568	2245	2350	IS1071	3201	3096	3201	0.94	--	0	106	163	1e-39	length=2568 	Family:Tn3
ZS_9_scaffold11872_1	842	345	842	ISPps1	1863	1	498	0.98	--	0	498	924	0.0	length=842 	Family:IS91
ZS_9_scaffold11872_7	534	1	534	ISPps1	1863	613	1146	1	--	0	534	1059	0.0	length=534 	Family:IS91
ZS_9_scaffold11872_8	717	5	717	ISPps1	1863	1151	1863	0.98	--	0	713	1316	0.0	length=717 	Family:IS91
ZS_9_scaffold11992_1	5055	4418	4490	IS1600	2520	784	856	0.91	--	0.02	74	83.8	2e-15	length=5055 	Family:IS21
ZS_9_scaffold12157_3	4456	3882	3938	TnAs1	6694	6536	6592	0.91	--	0	57	73.8	2e-12	length=4456 	Family:Tn3
ZS_9_scaffold1215_1	1163	809	858	ISAzo20	624	618	568	0.9	--	0.01	51	54.0	4e-07	length=1163 	Family:IS200/IS605
ZS_9_scaffold12195_3	503	212	262	ISPa63	2654	1657	1707	0.9	--	0	51	61.9	8e-10	length=503 	Family:IS21
ZS_9_scaffold12492_1	575	243	294	ISRme4	2469	674	725	0.9	--	0	52	63.9	2e-10	length=575 	Family:IS21
ZS_9_scaffold1257_1	742	134	201	ISCARN66	1161	593	526	0.92	--	0	68	95.6	8e-20	length=742 	Family:IS5
ZS_9_scaffold1299_1	1274	647	702	ISAeme17	1941	744	799	0.94	--	0	56	87.7	3e-17	length=1274 	Family:IS21
ZS_9_scaffold13173_2	3132	3059	3132	ISThsp10	2501	766	839	0.91	--	0	74	99.6	2e-20	length=3132 	Family:IS21
ZS_9_scaffold13274_1	1017	1	1014	ISNtsp1	1497	1014	1	0.98	--	0	1014	1929	0.0	length=1017 	Family:IS5
ZS_9_scaffold13533_1	1206	576	637	IS1479	1154	539	600	0.9	--	0	62	75.8	1e-13	length=1206 	Family:IS5
ZS_9_scaffold13872_1	1921	1	1921	TnAs3	18735	4739	6659	0.99	--	0	1921	3745	0.0	length=1921 	Family:Tn3
ZS_9_scaffold14086_3	1746	1403	1511	ISAzo18	1471	1242	1349	0.92	--	0	109	145	2e-34	length=1746 	Family:IS3
ZS_9_scaffold14432_1	699	10	686	ISCap3	1047	281	957	0.92	--	0	677	954	0.0	length=699 	Family:IS1595
ZS_9_scaffold147220_2	2672	1956	2008	IS1631	2712	719	667	0.9	--	0	53	65.9	3e-10	length=2672 	Family:IS21
ZS_9_scaffold149585_1	1027	610	674	ISBj3	1284	732	796	0.93	--	0	65	97.6	3e-20	length=1027 	Family:IS3
ZS_9_scaffold14990_1	1886	1824	1876	ISPa29	1534	253	305	0.9	--	0	53	65.9	2e-10	length=1886 	Family:IS110
ZS_9_scaffold14990_3	1700	993	1081	ISCARN111	1489	1306	1393	0.9	--	0.03	90	93.7	7e-19	length=1700 	Family:IS110
ZS_9_scaffold150713_1	574	250	301	ISTha4	1042	385	334	0.9	--	0	52	63.9	2e-10	length=574 	Family:IS1595
ZS_9_scaffold15210_1	11954	5784	5878	ISMsm7	1280	755	849	0.9	--	0	95	117	4e-25	length=11954 	Family:IS3
ZS_9_scaffold15438_1	1131	169	218	ISAzo12	3075	1084	1035	0.9	--	0	50	60.0	7e-09	length=1131 	Family:IS21
ZS_9_scaffold15613_2	2406	412	471	ISRme9	2688	1357	1298	0.9	--	0	60	71.9	4e-12	length=2406 	Family:IS21
ZS_9_scaffold157581_1	697	418	471	ISThsp4	1289	1000	1053	0.94	--	0	54	83.8	3e-16	length=697 	Family:IS3
ZS_9_scaffold15789_3	5197	1250	1688	ISPa38	6455	5971	6409	0.91	--	0	439	569	1e-161	length=5197 	Family:Tn3
ZS_9_scaffold15954_1	2168	838	887	ISBcen3	1413	929	880	0.92	--	0	50	67.9	5e-11	length=2168 	Family:IS110
ZS_9_scaffold16489_1	845	1	845	ISAav3	1321	1092	248	0.91	--	0	845	1072	0.0	length=845 	Family:IS5
ZS_9_scaffold171947_1	1402	133	1399	ISTha2	1268	1	1268	0.94	--	0	1269	1976	0.0	length=1402 	Family:ISAs1
ZS_9_scaffold17210_2	1154	997	1073	ISThsp1	1539	1309	1233	0.9	--	0	77	97.6	3e-20	length=1154 	Family:IS1182
ZS_9_scaffold17210_3	1200	206	352	ISThsp1	1539	955	809	0.91	--	0	147	196	5e-50	length=1200 	Family:IS1182
ZS_9_scaffold17293_1	550	485	538	ISAar35	1072	486	539	0.92	--	0	54	75.8	6e-14	length=550 	Family:IS481
ZS_9_scaffold17293_3	1117	184	243	ISPfr19	1089	872	931	0.9	--	0	60	71.9	2e-12	length=1117 	Family:IS481
ZS_9_scaffold17368_2	12682	6930	7906	ISVsa3	977	1	977	1	--	0	977	1937	0.0	length=12682 	Family:IS91
ZS_9_scaffold17694_3	2503	2138	2187	ISPa42	16941	9831	9880	0.9	--	0	50	60.0	2e-08	length=2503 	Family:Tn3
ZS_9_scaffold18535_1	520	52	103	ISThsp8	1929	997	946	0.9	--	0	52	63.9	2e-10	length=520 	Family:IS1634
ZS_9_scaffold190872_1	2027	1425	1476	ISIde2	2529	523	574	0.9	--	0	52	63.9	8e-10	length=2027 	Family:IS21
ZS_9_scaffold19365_1	670	10	59	ISCARN61	1368	879	830	0.9	--	0	50	60.0	4e-09	length=670 	Family:IS256
ZS_9_scaffold20143_2	1114	996	1114	TnAs3	18735	4634	4752	0.95	--	0	119	196	5e-50	length=1114 	Family:Tn3
ZS_9_scaffold201907_1	595	101	152	ISCARN37	1308	1049	998	0.92	--	0	52	71.9	9e-13	length=595 	Family:ISAzo13
ZS_9_scaffold203597_2	1653	1	1651	IS1247	1672	1652	2	0.99	--	0	1651	3265	0.0	length=1653 	Family:IS1380
ZS_9_scaffold206324_1	528	120	172	ISArsp4	1400	409	357	0.9	--	0	53	65.9	5e-11	length=528 	Family:IS256
ZS_9_scaffold213155_1	581	401	456	ISAzo15	2441	1272	1327	0.91	--	0	56	71.9	9e-13	length=581 	Family:IS66
ZS_9_scaffold214593_3	1022	882	939	ISBm3	1022	816	873	0.93	--	0	58	83.8	4e-16	length=1022 	Family:IS481
ZS_9_scaffold215864_1	2806	1594	1643	ISPa40	6592	4380	4331	0.9	--	0	50	60.0	2e-08	length=2806 	Family:Tn3
ZS_9_scaffold218683_1	1311	645	697	ISRssp10	1364	757	705	0.9	--	0	53	65.9	1e-10	length=1311 	Family:IS5
ZS_9_scaffold219723_1	506	1	472	ISNtsp1	1497	1030	1497	0.98	--	0	472	886	0.0	length=506 	Family:IS5
ZS_9_scaffold221895_1	505	348	401	ISThsp5	2652	1976	1923	0.9	--	0	54	67.9	1e-11	length=505 	Family:IS21
ZS_9_scaffold225878_2	540	169	249	IS1051	1158	971	1051	0.9	--	0	81	97.6	1e-20	length=540 	Family:IS5
ZS_9_scaffold23046_1	7099	6962	7062	TnAs3	18735	14596	14696	0.96	--	0	101	168	7e-41	length=7099 	Family:Tn3
ZS_9_scaffold232301_1	530	1	530	ISPa38	6455	4801	5330	0.93	--	0	530	789	0.0	length=530 	Family:Tn3
ZS_9_scaffold23269_1	681	36	105	ISAzo12	3075	274	343	0.9	--	0	70	83.8	3e-16	length=681 	Family:IS21
ZS_9_scaffold232954_1	661	314	420	ISMno24	2157	485	379	0.9	--	0	107	133	3e-31	length=661 	Family:IS91
ZS_9_scaffold232954_1	661	467	531	ISMno24	2157	320	256	0.9	--	0	65	81.8	1e-15	length=661 	Family:IS91
ZS_9_scaffold23462_1	1879	685	768	ISAzo40	1694	1188	1105	0.9	--	0	84	103	9e-22	length=1879 	Family:IS1380
ZS_9_scaffold234765_1	953	9	80	IS408	2798	1101	1030	0.91	--	0	72	95.6	1e-19	length=953 	Family:IS21
ZS_9_scaffold235588_1	1395	1027	1137	ISAzo18	1471	1240	1349	0.92	--	0	111	149	1e-35	length=1395 	Family:IS3
ZS_9_scaffold235755_1	1704	707	767	ISPst4	1312	321	381	0.91	--	0	61	81.8	3e-15	length=1704 	Family:IS3
ZS_9_scaffold23791_1	711	226	276	ISAs16	1404	1222	1172	0.92	--	0	51	69.9	4e-12	length=711 	Family:IS110
ZS_9_scaffold23791_1	711	611	660	ISAs16	1404	898	849	0.92	--	0	50	67.9	2e-11	length=711 	Family:IS110
ZS_9_scaffold238887_1	1208	951	1000	ISBp1	1214	941	990	0.94	--	0	50	75.8	1e-13	length=1208 	Family:IS3
ZS_9_scaffold240958_1	2331	1889	1950	IS1166	1469	1150	1211	0.9	--	0	62	75.8	2e-13	length=2331 	Family:IS256
ZS_9_scaffold242189_2	517	178	232	ISCte4	1019	875	821	0.92	--	0.03	56	63.9	2e-10	length=517 	Family:IS481
ZS_9_scaffold24712_2	5164	1558	1649	ISPa38	6455	4930	4839	0.92	--	0	92	127	2e-28	length=5164 	Family:Tn3
ZS_9_scaffold247236_1	548	1	106	ISCARN111	1489	244	349	0.91	--	0	106	139	4e-33	length=548 	Family:IS110
ZS_9_scaffold24908_1	856	121	170	ISCARN103	1410	762	811	0.9	--	0	50	60.0	5e-09	length=856 	Family:IS1182
ZS_9_scaffold249788_1	2352	770	840	IS1051	1158	621	551	0.9	--	0	71	85.7	3e-16	length=2352 	Family:IS5
ZS_9_scaffold250704_1	2463	1942	2001	ISPpu14	2383	2041	2100	0.9	--	0	60	71.9	4e-12	length=2463 	Family:IS66
ZS_9_scaffold255607_1	610	144	208	ISAde4	1183	1025	961	0.9	--	0	65	81.8	1e-15	length=610 	Family:IS3
ZS_9_scaffold260207_1	986	333	398	ISPa8	1324	305	370	0.9	--	0	66	83.8	4e-16	length=986 	Family:IS5
ZS_9_scaffold260908_1	1411	658	727	ISJsp1	1312	306	375	0.91	--	0	70	91.7	2e-18	length=1411 	Family:IS3
ZS_9_scaffold260908_1	1411	1362	1411	ISJsp1	1312	1010	1059	0.9	--	0	50	60.0	9e-09	length=1411 	Family:IS3
ZS_9_scaffold261016_1	1175	497	548	ISBmu20	1158	474	525	0.9	--	0	52	63.9	5e-10	length=1175 	Family:IS5
ZS_9_scaffold2611_2	734	484	534	ISCARN107	1172	626	576	0.92	--	0	51	69.9	5e-12	length=734 	Family:IS5
ZS_9_scaffold262517_1	548	95	155	TnAs1	6694	6540	6600	0.95	--	0	61	97.6	2e-20	length=548 	Family:Tn3
ZS_9_scaffold264423_1	611	2	490	ISCap3	1047	489	1	0.93	--	0	489	716	0.0	length=611 	Family:IS1595
ZS_9_scaffold26868_1	1587	712	764	ISPpu7	2598	937	989	0.9	--	0	53	65.9	2e-10	length=1587 	Family:IS21
ZS_9_scaffold269576_1	1023	923	979	ISSpwi2	1322	411	355	0.91	--	0	57	73.8	4e-13	length=1023 	Family:IS256
ZS_9_scaffold271062_2	1205	509	613	IS1394	1100	513	617	0.9	--	0	105	129	1e-29	length=1205 	Family:IS30
ZS_9_scaffold2720_1	1157	466	518	ISTvi2	1648	457	509	0.9	--	0	53	65.9	1e-10	length=1157 	Family:IS1182
ZS_9_scaffold276727_3	582	467	537	ISPosp7	1612	665	595	0.9	--	0	71	85.7	6e-17	length=582 	Family:IS1380
ZS_9_scaffold279034_1	827	547	598	ISTni3	1048	601	550	0.92	--	0	52	71.9	1e-12	length=827 	Family:IS1595
ZS_9_scaffold27942_1	549	372	427	IS1114	1519	659	604	0.92	--	0	56	79.8	4e-15	length=549 	Family:IS5
ZS_9_scaffold280141_1	3654	1306	1399	ISBlo4	1399	1109	1202	0.9	--	0	94	115	4e-25	length=3654 	Family:IS30
ZS_9_scaffold281335_1	1685	1512	1573	ISVei5	1620	202	141	0.9	--	0	62	75.8	2e-13	length=1685 	Family:IS5
ZS_9_scaffold282371_2	1485	399	449	ISPa34	1216	319	369	0.96	--	0	51	85.7	2e-16	length=1485 	Family:IS110
ZS_9_scaffold282660_1	1069	347	396	ISCARN86	1289	687	638	0.9	--	0	50	60.0	6e-09	length=1069 	Family:IS3
